station_id,ciOrgname,ciCategory,Organize_Name,CategoryInfos_Name,PQ_id,PQ_name,PQ_fullname,PQ_description,PQ_unit,timestamp,value
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:28:31.064,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:28:58.797,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:29:21.688,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:30:00,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:30:10.173,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:30:17.813,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:30:20.969,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:30:30.953,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:31:00.953,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:31:31.078,0.0
8e013e77-8bcb-41cf-bd3b-ffb73d21fc0c,水利署,淹水感測器,第七河川局,淹水深度,a3eceaca-6505-4f94-8a77-78a1da99c7d0,淹水深度,旗山區_石岩寺_淹水深度,路面淹水監測站_石岩寺_路面淹水水位,cm,2018-12-10 09:32:00.998,0.0
