full_address,incident_id,start_time,end_time,min_flood_depth,max_flood_depth,avg_flood_depth,area_sqm,estimated_damage,estimated_damage_adjusted
臺南市仁德區文賢里,14845,2020-08-26 05:24:36,2020-08-26 19:34:36,13.0,194.7,166.60365853658536,3448487.3854055526,738669656.7148758,33322635446.931446
臺南市仁德區文賢里,14874,2021-08-01 05:29:07,2021-08-01 14:44:07,33.3,206.3,148.57368421052632,3448487.3854055526,699636859.8827689,31561800075.549057
臺南市北區公園里,15183,2021-08-02 13:40:00,2021-08-02 15:30:00,5.0,191.0,116.91666666666669,403529.2948691149,72395334.55771153,3265875780.3238688
臺南市北門區蚵寮里,15361,2022-07-27 13:37:47,2022-07-27 13:37:47,300.0,300.0,300.0,4185209.8250438585,1138042255.625926,51339007718.391075
臺南市北門區蚵寮里,15360,2022-07-27 00:03:47,2022-07-27 05:31:37,300.0,300.0,300.0,4185209.8250438585,1138042255.625926,51339007718.391075
臺南市北門區蚵寮里,15359,2022-07-26 15:16:57,2022-07-26 15:16:57,300.0,300.0,300.0,4185209.8250438585,1138042255.625926,51339007718.391075
臺南市南區喜南里,15366,2019-11-03 21:14:13,2019-11-03 21:34:13,233.2,302.0,279.06666666666666,461397.759013888,121881872.3137699,5498297055.7688675
臺南市南區喜南里,15367,2019-12-15 16:28:10,2019-12-15 20:46:31,247.6,302.0,295.2,461397.759013888,124642064.44365314,5622813983.29049
臺南市南區喜南里,15368,2019-12-19 04:42:02,2019-12-19 04:42:02,302.0,302.0,302.0,461397.759013888,125634364.92009878,5667578333.267273
臺南市南區喜南里,15394,2020-08-16 11:41:24,2020-08-16 11:41:24,302.0,302.0,302.0,461397.759013888,125634364.92009878,5667578333.267273
臺南市南區喜南里,15395,2020-08-23 11:57:19,2020-08-23 11:57:19,302.0,302.0,302.0,461397.759013888,125634364.92009878,5667578333.267273
臺南市南區省躬里,15444,2020-03-10 08:39:57,2020-03-10 09:39:57,302.0,302.0,302.0,2009035.3181413484,547041834.0049622,24677980803.81205
臺南市南區省躬里,15450,2020-03-13 00:50:31,2020-03-13 03:04:31,302.0,302.0,302.0,2009035.3181413484,547041834.0049622,24677980803.81205
臺南市南區省躬里,15449,2020-03-12 09:39:31,2020-03-12 10:00:31,100.9,302.0,234.96666666666667,2009035.3181413484,497850282.79462045,22458866869.524643
臺南市南區省躬里,15446,2020-03-11 03:11:57,2020-03-11 03:11:57,302.0,302.0,302.0,2009035.3181413484,547041834.0049622,24677980803.81205
臺南市南區省躬里,15445,2020-03-10 11:48:57,2020-03-10 11:48:57,302.0,302.0,302.0,2009035.3181413484,547041834.0049622,24677980803.81205
臺南市南區省躬里,15443,2020-03-10 01:42:57,2020-03-10 06:12:57,3.2,302.0,152.64,2009035.3181413484,413000444.0840005,18631147377.621517
臺南市南區省躬里,15447,2020-03-11 10:14:57,2020-03-11 11:02:57,302.0,302.0,302.0,2009035.3181413484,547041834.0049622,24677980803.81205
臺南市南區省躬里,15441,2020-03-08 02:04:15,2020-03-08 06:09:36,302.0,302.0,302.0,2009035.3181413484,547041834.0049622,24677980803.81205
臺南市南區省躬里,15440,2020-02-19 11:19:37,2020-02-19 12:32:37,3.2,302.0,88.57142857142857,2009035.3181413484,312524386.0698864,14098502748.303236
臺南市南區省躬里,15439,2020-02-18 19:43:37,2020-02-19 00:47:37,219.4,302.0,260.72499999999997,2009035.3181413484,517038960.83489895,23324500535.713737
臺南市南區省躬里,15438,2020-02-18 15:56:37,2020-02-18 17:17:37,220.3,302.0,247.5666666666667,2009035.3181413484,507236656.5238023,22882302037.197857
臺南市南區省躬里,15442,2020-03-09 00:01:57,2020-03-09 00:33:57,302.0,302.0,302.0,2009035.3181413484,547041834.0049622,24677980803.81205
臺南市南區省躬里,15437,2020-02-18 13:05:37,2020-02-18 13:45:37,302.0,302.0,302.0,2009035.3181413484,547041834.0049622,24677980803.81205
臺南市南區省躬里,15436,2020-02-17 16:01:37,2020-02-17 17:31:37,302.0,302.0,302.0,2009035.3181413484,547041834.0049622,24677980803.81205
臺南市安南區淵東里,15747,2020-05-05 07:14:02,2020-05-06 11:49:02,302.0,302.0,302.0,1134886.691565413,309019205.15569955,13940378118.819403
臺南市安南區淵東里,15745,2020-05-04 18:33:02,2020-05-04 18:42:02,82.0,82.1,82.05,1134886.691565413,169224134.86147797,7633986455.988983
臺南市安南區淵東里,15746,2020-05-05 00:42:02,2020-05-05 03:25:02,82.0,302.0,193.775,1134886.691565413,262150824.8004349,11826066344.44331
臺南市安南區淵東里,15737,2020-03-11 09:34:53,2020-03-11 11:50:53,3.3,302.0,102.93333333333334,1134886.691565413,191835980.46796858,8654044991.056479
臺南市安南區淵東里,15738,2020-03-13 09:33:53,2020-03-13 09:33:53,302.0,302.0,302.0,1134886.691565413,309019205.15569955,13940378118.819403
臺南市永康區建國里,16036,2020-05-12 20:27:12,2020-05-12 20:27:12,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區建國里,16028,2020-04-10 19:51:37,2020-04-10 19:51:37,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區建國里,16029,2020-04-24 01:52:39,2020-04-24 01:52:39,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區建國里,16030,2020-04-24 10:46:39,2020-04-24 10:56:39,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區建國里,16031,2020-04-24 23:28:39,2020-04-24 23:48:39,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區建國里,16032,2020-04-28 08:34:11,2020-04-28 08:34:11,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區建國里,16033,2020-04-29 05:47:32,2020-04-29 05:47:32,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區建國里,16034,2020-05-03 01:19:06,2020-05-03 01:19:06,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區建國里,16035,2020-05-05 06:06:06,2020-05-05 06:06:06,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區建國里,16037,2020-05-22 18:48:37,2020-05-22 18:48:37,302.0,302.0,302.0,1056699.299575188,287729497.6407676,12979963465.472254
臺南市永康區西勢里,16081,2022-08-30 05:30:30,2022-08-30 06:35:00,10.8,100.1,55.45,2401638.2914969404,294942700.8749161,13305363242.749063
臺南市白河區白河里,16089,2021-08-02 11:50:21,2021-08-03 03:00:17,4.1,160.9,83.20217391304348,1064570.3955491986,159952031.48523304,7215706216.88051
臺南市白河區白河里,16090,2021-08-06 18:48:17,2021-08-07 14:18:16,4.1,140.2,75.16810344827586,1064570.3955491986,151494989.64869773,6834194780.047398
苗栗縣三義鄉双湖村,16336,2021-08-07 07:45:11,2021-08-07 16:14:31,5.9,110.0,77.88673469387754,9697838.698585156,1406132335.0645475,63433003867.90446
雲林縣二崙鄉楊賢村,16968,2019-11-13 16:40:00,2019-11-13 16:56:08,0.22698640823364,402.03995704651,234.38888986905377,4127000.7882817346,1021809904.4717166,46095570101.26087
雲林縣二崙鄉田尾村,17268,2020-12-03 19:20:20,2020-12-03 19:20:20,68.1431361,68.1431361,68.1431361,3127750.850308928,423372145.4624427,19099032339.263676
雲林縣元長鄉下寮村,17276,2019-11-13 14:10:00,2019-11-13 14:16:18,0.010418891906738,399.93669986725,199.9735593795784,4748097.954151332,1114965738.1916578,50297987052.5812
雲林縣元長鄉卓運村,17311,2019-11-13 12:40:00,2019-11-13 12:48:40,0.31558275222778,401.291847229,100.5614906549444,1667205.0189468912,278884056.0816702,12580930661.347322
雲林縣元長鄉龍岩村,17590,2019-11-13 12:40:00,2019-11-13 12:41:57,0.053083896636963,400.38294792175,266.89372460047235,3073472.2406162047,798009219.8742757,35999543335.00529
雲林縣北港鎮大同里,17653,2019-11-13 09:20:00,2019-11-13 09:30:00,0.54526329040527,402.24013328552,201.39269828796265,296111.8578700841,69691824.57446796,3143915880.144107
雲林縣北港鎮大同里,17680,2021-05-03 10:31:41,2021-05-03 14:30:01,21.4524746,78.49184,61.63920187954545,296111.8578700841,38177359.180024475,1722245134.503435
雲林縣北港鎮新街里,17734,2019-11-12 18:10:00,2019-11-12 18:30:00,0.14249086380005,402.02684402466,160.73375940322882,3862099.585723848,813255685.4186038,36687337139.13599
雲林縣口湖鄉下崙村,17828,2019-11-13 14:50:00,2019-11-13 15:00:00,0.38038492202759,402.04653739929,161.05603218078548,5073139.453376066,1069278934.2289723,48236978184.3482
雲林縣口湖鄉口湖村,17867,2019-11-13 15:20:00,2019-11-13 18:50:00,0.0022172927856445,400.85215568542,73.985918611288,2740408.453328324,386773785.1148506,17448018508.206867
雲林縣口湖鄉港西村,18427,2019-11-13 16:30:00,2019-11-13 19:00:00,0.12198686599731,401.57732963562,54.1014769981649,2889891.998209861,351051192.3413927,15836512031.139536
雲林縣口湖鄉湖口村,18479,2019-11-13 14:40:00,2019-11-13 14:45:33,400.7438659668,401.16715431213,400.955510139465,9970719.56533112,2897272757.428282,130700866088.74265
雲林縣古坑鄉崁腳村,18509,2019-11-12 18:00:00,2019-11-12 18:06:42,0.35495758056641,401.60355567932,312.360919846429,14925385.254128804,4092715480.697647,184629305822.34918
雲林縣古坑鄉華南村,18549,2019-11-12 17:40:00,2019-11-12 17:45:21,0.10229349136353,400.52404403687,200.30496418476335,5702709.034568632,1339869056.120025,60443755470.17454
雲林縣四湖鄉廣溝村,18566,2019-11-12 16:50:00,2019-11-12 16:50:00,398.259973526,398.259973526,398.259973526,5301356.157640237,1538121687.236615,69387266406.40773
雲林縣四湖鄉林東村,18595,2019-11-12 17:10:00,2019-11-12 17:20:00,400.03514289856,400.23527145386,400.13520717621,1661900.7601083743,482743467.81342036,21777372938.0945
雲林縣土庫鎮奮起里,18762,2019-11-13 14:11:24,2019-11-13 14:11:24,401.18684768677,401.21307373047,401.19996070862,7078795.766715567,2057156911.0107555,92801821733.97037
雲林縣大埤鄉興安村,19024,2019-11-13 14:20:00,2019-11-13 14:31:39,398.82106781006,402.11544036865,400.731406211852,1180621.202283694,343029964.70631737,15474660908.799961
雲林縣大埤鄉西鎮村,19183,2019-11-13 14:36:33,2019-11-13 14:40:00,0.18023252487183,402.0170211792,267.616426944734,3420848.039175885,889120040.9033786,40109706310.86896
雲林縣大埤鄉豐田村,19209,2019-11-13 14:20:00,2019-11-13 14:22:02,399.93996620178,400.57983398438,400.3895044326775,3121765.0310147707,906898161.2553757,40911707338.03439
雲林縣崙背鄉羅厝村,19362,2021-06-28 18:19:41,2021-06-28 18:19:41,51.00873709,51.00873709,51.00873709,2945690.4402077193,348821118.7072162,15735909644.056292
雲林縣斗六市榴南里,19390,2019-11-13 12:36:01,2019-11-13 12:36:59,0.58135986328125,402.37793922424,201.4677584171291,2785585.511212482,655682941.9412684,29578964621.6835
雲林縣斗南鎮僑真里,19467,2022-07-21 13:39:48,2022-07-21 13:49:40,52.41996,52.73578,52.6209368,2385065.8575529456,286235527.4733343,12912567948.673347
雲林縣斗南鎮舊社里,19551,2019-11-13 10:34:07,2019-11-13 10:34:58,0.39678812026978,401.58386230469,200.9903252124799,3134893.590912622,737349583.2810127,33263084705.405888
雲林縣斗南鎮舊社里,19611,2022-11-17 13:41:42,2022-11-17 13:58:22,50.0942742,91.08757,72.97989117777779,3134893.590912622,439331876.4660266,19819002752.59933
雲林縣斗南鎮靖興里,19805,2022-07-16 13:32:02,2022-07-16 13:50:42,2.84710026,359.761883,77.14871255599999,1790154.479755435,258256004.0533,11650364404.194237
雲林縣水林鄉[欍]埔村,20212,2019-11-13 12:10:00,2019-11-13 12:25:54,0.574791431427,400.17294883728,200.3738701343535,3018961.5525364294,709391452.7949685,32001846232.300716
雲林縣水林鄉大溝村,20242,2019-11-13 09:56:41,2019-11-13 11:48:41,0.76018571853638,403.27372550964,241.37235879897835,3626996.7513046814,907405205.0595088,40934580940.17462
雲林縣水林鄉松北村,20318,2019-11-13 12:20:00,2019-11-13 12:31:20,0.084257125854492,400.40593147278,266.85271263122485,3336219.897416922,866179388.5177886,39074814746.81103
雲林縣水林鄉松西村,20364,2019-11-13 11:58:31,2019-11-13 11:59:11,0.011241436004639,400.04496574402,200.0281035900123,2047710.1504397315,480905590.5300886,21694463190.61546
雲林縣水林鄉灣西村,20408,2019-11-13 09:40:00,2019-11-13 09:40:00,395.22483348846,395.22483348846,395.22483348846,4102381.294487951,1187945767.5270839,53590239401.57605
雲林縣莿桐鄉埔子村,20859,2019-11-13 11:15:42,2019-11-13 11:17:15,0.5009651184082,401.93166732788,268.03612709045274,3198394.4760331567,831799401.8810856,37523875499.54282
雲林縣莿桐鄉興桐村,20873,2019-11-13 11:10:00,2019-11-13 11:38:04,402.11215019226,403.49683761597,403.1285166740425,3076169.5541331572,894693716.2744635,40361144217.92501
雲林縣莿桐鄉饒平村,20957,2019-11-13 11:41:24,2019-11-13 11:41:24,399.63154792786,399.63154792786,399.63154792786,4228255.4335697405,1227850236.8178096,55390397389.37246
雲林縣莿桐鄉饒平村,20958,2019-11-13 13:59:12,2019-11-13 16:10:00,17.663466930389,471.03123664856,376.3657545049985,4228255.4335697405,1209611749.60137,54567628435.62956
雲林縣莿桐鄉麻園村,20973,2019-11-12 17:10:00,2019-11-12 17:14:07,0.64780712127686,402.58135795593,201.61458253860343,4611967.69875141,1085835620.4273458,48983878254.4706
雲林縣虎尾鎮中山里,21039,2019-11-13 10:30:00,2019-11-13 10:30:00,399.46091175079,399.46091175079,399.46091175079,100367.90648928186,29142830.651600767,1314682297.9217079
雲林縣西螺鎮埤頭里,21500,2019-11-13 10:23:34,2019-11-13 10:24:14,0.49686431884766,401.88574790955,201.1913061141988,2328378.2835784075,547824885.3401777,24713305571.713936
雲林縣西螺鎮廣興里,21548,2019-11-13 10:00:00,2019-11-13 10:00:00,398.73905181885,398.73905181885,398.73905181885,2086500.897573732,605557268.9617852,27317710877.13966
雲林縣西螺鎮新安里,21565,2019-11-12 16:12:00,2019-11-12 16:30:00,0.12280941009521,400.04496574402,300.0029027462013,2336157.9157032515,635249317.6861379,28657169329.669605
雲林縣西螺鎮新安里,21609,2022-06-09 11:40:02,2022-06-09 12:01:41,29.7268867,77.118575,53.074243583333335,2336157.9157032515,281413143.45688146,12695022063.168814
雲林縣西螺鎮新豐里,21613,2019-11-13 10:00:00,2019-11-13 10:04:27,0.16546249389648,400.7143497467,240.4943037033061,1873560.353147243,468118961.27097857,21117636754.707237
雲林縣西螺鎮新豐里,21612,2019-11-12 16:30:00,2019-11-12 16:52:01,0.093269348144531,399.88746643066,171.3669623647418,1873560.353147243,406833855.8370783,18352962169.612034
雲林縣西螺鎮福田里,21712,2019-11-13 10:28:18,2019-11-13 10:30:00,0.3623366355896,401.5510559082,200.91896057128957,4171154.925558408,980975346.1775987,44253454228.08024
雲林縣麥寮鄉三盛村,21755,2019-11-13 10:58:27,2019-11-13 11:00:00,0.39678812026978,401.54123306274,134.1148853301988,8795266.009094767,1690094789.0618699,76243029634.0248
雲林縣麥寮鄉中興村,21812,2019-11-13 11:04:31,2019-11-13 11:05:55,0.6576418876648,402.48622894287,134.60241953531866,66666315.45957755,12834676007.031952,578993905833.1844
雲林縣麥寮鄉麥豐村,21991,2019-11-13 11:09:25,2019-11-13 11:10:46,0.50506591796875,402.0694732666,301.6455769538872,6398588.30732389,1741856277.6246443,78578077781.5807
高雄市仁武區灣內里,22441,2021-08-01 23:27:03,2021-08-01 23:27:03,96.0,96.0,96.0,2026195.090606403,330076905.99621797,14890326559.344002
高雄市前鎮區明義里,22581,2021-06-06 07:23:05,2021-06-06 12:23:05,15.0,123.0,87.34210526315789,772401.7738154598,119215481.81123349,5378011678.039486
高雄市大寮區內坑里,22730,2021-06-06 07:27:05,2021-06-06 11:07:05,4.0,79.0,54.130434782608695,4939225.999161524,600136574.7979478,27073174210.64899
高雄市小港區二苓里,22841,2022-09-27 20:21:03,2022-09-27 20:21:03,177.0,177.0,177.0,393666.0307420551,86852961.69849664,3918083752.1290574
高雄市岡山區嘉興里,22866,2022-11-06 10:43:04,2022-11-07 10:33:05,1.0,103.0,59.698412698412696,4153934.902754303,527590401.6505587,23800493846.8561
高雄市岡山區嘉興里,22865,2022-11-05 21:43:04,2022-11-06 01:03:05,81.0,100.0,90.92307692307692,4153934.902754303,655842925.7076194,29586181759.513756
高雄市左營區菜公里,22973,2021-06-10 10:07:07,2021-06-10 10:07:07,51.0,51.0,51.0,2417477.819052376,286250647.58060896,12913250042.24258
高雄市彌陀區舊港里,22979,2022-01-08 09:03:03,2022-01-08 11:03:03,45.0,75.0,62.666666666666664,2384654.7196100843,309873480.60878843,13978915926.939402
高雄市林園區龔厝里,23039,2021-02-12 15:25:03,2021-02-12 19:45:03,69.0,87.0,80.3913043478261,1241792.7829744006,183128326.31423485,8261228009.439445
高雄市楠梓區興昌里,23175,2022-05-27 08:52:04,2022-05-27 08:52:04,114.0,114.0,114.0,334795.23300735414,59339910.60678267,2676923562.011936
高雄市楠梓區興昌里,23176,2022-05-27 15:04:04,2022-05-27 16:14:05,29.0,127.0,71.0,334795.23300735414,46263612.31407463,2087029666.896335
高雄市楠梓區興昌里,23177,2022-06-14 22:24:04,2022-06-14 22:24:04,112.0,112.0,112.0,334795.23300735414,58843342.31718616,2654522528.0202045
高雄市永安區新港里,23234,2021-08-01 08:14:05,2021-08-01 08:14:05,51.0,51.0,51.0,4816358.667917329,570299250.2376894,25727162119.865295
高雄市美濃區泰安里,23336,2020-09-09 02:55:02,2020-09-09 13:21:51,143.0,156.0,147.3448275862069,693411.5737464026,140048976.35749805,6317845794.061362
高雄市路竹區頂寮里,23409,2021-03-12 14:25:02,2021-03-12 17:56:04,9.0,199.0,94.22222222222224,2712281.732740278,437075883.5671155,19717231103.719624
高雄市路竹區頂寮里,23410,2021-05-05 16:06:31,2021-05-05 16:18:04,198.0,200.0,199.0,2712281.732740278,635276052.0058933,28658375359.974266
高雄市鳥松區鳥松里,23443,2021-01-28 00:06:05,2021-01-28 10:46:05,68.0,96.0,81.95384615384616,9333304.16443232,1390811308.752739,62741846501.65798
高雄市鼓山區厚生里,23564,2021-03-25 13:21:02,2021-03-25 15:01:03,180.0,191.0,185.27272727272728,249135.87334703375,56239569.669907264,2537061947.47079
